id,featureid,cshapes_cntry_name,author_country_name,author_year,author_count,cumulative_count,marker_name,marker_lat,marker_lng
85283,223,Israel,Israel,1972,0,4,Jerusalem,31.77917,35.22361
85288,143,Japan,Japan,1972,1,11,Tokyo,35.685,139.7514
85337,42,Liberia,Liberia,1972,0,1,Monrovia,6.310555,-10.80472
85320,16,Mexico,Mexico,1972,0,3,Mexico City,19.43417,-99.13861
85388,78,Niger,Nigeria,1972,1,4,Abuja,9.083333,7.533333
85321,79,Nigeria,Nigeria,1972,1,4,Abuja,9.083333,7.533333
85367,33,Panama,Panama,1972,0,1,Panama City,8.966667,-79.53333
85399,146,Philippines,Philippines,1972,0,6,Manila,14.60417,120.9822
85311,102,Poland,Poland,1972,2,14,Warsaw,52.25,21
85310,44,Portugal,Portugal,1972,0,1,Lisbon,38.71667,-9.133333
85406,210,Singapore,Singapore,1972,0,1,Singapore City,1.293056,103.8558
85376,122,Sri Lanka,Sri Lanka,1972,0,1,Colombo,6.931944,79.84778
85362,66,Sweden,Sweden,1972,0,2,Stockholm,59.33333,18.05
85389,202,Taiwan,Taiwan,1972,1,11,Taipei,25.03917,121.525
85326,97,Turkey,Turkey,1972,0,1,Ankara,39.92722,32.86444
85393,59,Uganda,Uganda,1972,0,1,Kampala,0.3155556,32.56556
85347,38,United Kingdom,United Kingdom,1972,1,2,London,51.5,-0.1166667
85309,3,Venezuela,Venezuela,1972,0,2,Caracas,10.5,-66.91666
85444,6,Argentina,Argentina,1973,2,10,Buenos Aires,-34.5875,-58.6725
85446,8,Brazil,Brazil,1973,2,9,Brasilia,-15.8,-47.9
85447,9,Chile,Chile,1973,1,6,Santiago,-33.45,-70.66666
85486,27,Colombia,Colombia,1973,0,2,Bogota,4.6,-74.08334
85506,28,Costa Rica,Costa Rica,1973,0,1,San Jose,9.933333,-84.08334
85423,190,Czechoslovakia,Czechoslovakia,1973,0,1,Prague,50.09,14.35
85448,10,Ecuador,Ecuador,1973,1,1,Quito,-0.2166667,-78.5
85417,195,Ethiopia,Ethiopia,1973,1,3,Addis Ababa,9.033333,38.7
85462,106,France,France,1973,0,4,Paris,48.86666,2.333333
85410,188,Germany Federal Republic,Germany,1973,0,2,Berlin,52.51667,13.4
85515,41,Ghana,Ghana,1973,0,1,Accra,5.55,-0.2166667
85472,94,Greece,Greece,1973,1,2,Athens,37.98333,23.73333
85439,203,China,Hong Kong,1973,1,4,Hong Kong,22.3361568,114.1869659
85464,227,India,India,1973,1,4,New Delhi,28.6,77.2
85411,211,Indonesia,Indonesia,1973,1,6,Jakarta,-6.174444,106.8294
85463,129,Iran,Iran,1973,0,1,Tehran,35.67194,51.42445
85489,37,Ireland,Ireland,1973,0,1,Dublin,53.33306,-6.248889
85429,223,Israel,Israel,1973,0,4,Jerusalem,31.77917,35.22361
85434,143,Japan,Japan,1973,1,12,Tokyo,35.685,139.7514
85484,42,Liberia,Liberia,1973,0,1,Monrovia,6.310555,-10.80472
85467,16,Mexico,Mexico,1973,0,3,Mexico City,19.43417,-99.13861
85468,79,Nigeria,Nigeria,1973,1,6,Abuja,9.083333,7.533333
85514,33,Panama,Panama,1973,0,1,Panama City,8.966667,-79.53333
85458,102,Poland,Poland,1973,3,17,Warsaw,52.25,21
85457,44,Portugal,Portugal,1973,0,1,Lisbon,38.71667,-9.133333
85437,147,South Korea,South Korea,1973,1,3,Seoul,37.56639,126.9997
85523,122,Sri Lanka,Sri Lanka,1973,0,1,Colombo,6.931944,79.84778
85509,66,Sweden,Sweden,1973,0,2,Stockholm,59.33333,18.05
85414,159,Tanzania,Tanzania,1973,0,1,Dodoma,-6.173,35.7419
85473,97,Turkey,Turkey,1973,0,1,Ankara,39.92722,32.86444
85494,38,United Kingdom,United Kingdom,1973,1,3,London,51.5,-0.1166667
85421,238,United States,United States,1973,0,3,Washington,38.895,-77.03667
85456,3,Venezuela,Venezuela,1973,0,2,Caracas,10.5,-66.91666
85426,206,Vietnam,Vietnam,1973,0,1,Hanoi,21.03333,105.85
85424,191,Yugoslavia,Yugoslavia,1973,0,5,Belgrade,44.82,20.35
85542,105,Belgium,Belgium,1973,0,1,Brussels,50.83333,4.333333
85547,148,Cambodia,Cambodia,1973,0,1,Phnom Penh,11.55,104.9167
85541,101,Hungary,Hungary,1973,1,6,Budapest,47.5,19.08333
85535,78,Niger,Nigeria,1973,1,6,Abuja,9.083333,7.533333
85546,146,Philippines,Philippines,1973,1,7,Manila,14.60417,120.9822
85543,117,Romania,Romania,1973,3,12,Bukarest,44.43333,26.1
85553,210,Singapore,Singapore,1973,0,1,Singapore City,1.293056,103.8558
85540,59,Uganda,Uganda,1973,1,2,Kampala,0.3155556,32.56556
85593,6,Argentina,Argentina,1974,1,11,Buenos Aires,-34.5875,-58.6725
85630,17,Barbados,Barbados,1974,1,1,Bridgetown,13.1,-59.61666
85595,8,Brazil,Brazil,1974,1,10,Brasilia,-15.8,-47.9
85596,9,Chile,Chile,1974,1,7,Santiago,-33.45,-70.66666
85636,27,Colombia,Colombia,1974,1,3,Bogota,4.6,-74.08334
85572,190,Czechoslovakia,Czechoslovakia,1974,0,1,Prague,50.09,14.35
85597,10,Ecuador,Ecuador,1974,0,1,Quito,-0.2166667,-78.5
85566,195,Ethiopia,Ethiopia,1974,0,3,Addis Ababa,9.033333,38.7
85612,106,France,France,1974,0,4,Paris,48.86666,2.333333
85559,188,Germany Federal Republic,Germany,1974,0,2,Berlin,52.51667,13.4
85622,94,Greece,Greece,1974,1,3,Athens,37.98333,23.73333
85588,203,China,Hong Kong,1974,1,5,Hong Kong,22.3361568,114.1869659
85614,227,India,India,1974,1,5,New Delhi,28.6,77.2
85560,211,Indonesia,Indonesia,1974,2,8,Jakarta,-6.174444,106.8294
85613,129,Iran,Iran,1974,1,2,Tehran,35.67194,51.42445
85639,37,Ireland,Ireland,1974,0,1,Dublin,53.33306,-6.248889
85578,223,Israel,Israel,1974,1,5,Jerusalem,31.77917,35.22361
85583,143,Japan,Japan,1974,0,12,Tokyo,35.685,139.7514
85634,42,Liberia,Liberia,1974,0,1,Monrovia,6.310555,-10.80472
85617,16,Mexico,Mexico,1974,0,3,Mexico City,19.43417,-99.13861
85618,79,Nigeria,Nigeria,1974,2,10,Abuja,9.083333,7.533333
85607,102,Poland,Poland,1974,2,19,Warsaw,52.25,21
85606,44,Portugal,Portugal,1974,0,1,Lisbon,38.71667,-9.133333
85586,147,South Korea,South Korea,1974,0,3,Seoul,37.56639,126.9997
85563,159,Tanzania,Tanzania,1974,0,1,Dodoma,-6.173,35.7419
85623,97,Turkey,Turkey,1974,0,1,Ankara,39.92722,32.86444
85570,238,United States,United States,1974,0,3,Washington,38.895,-77.03667
85605,3,Venezuela,Venezuela,1974,0,2,Caracas,10.5,-66.91666
85575,206,Vietnam,Vietnam,1974,0,1,Hanoi,21.03333,105.85
85573,191,Yugoslavia,Yugoslavia,1974,0,5,Belgrade,44.82,20.35
85693,105,Belgium,Belgium,1974,0,1,Brussels,50.83333,4.333333
85698,148,Cambodia,Cambodia,1974,0,1,Phnom Penh,11.55,104.9167
85656,28,Costa Rica,Costa Rica,1974,0,1,San Jose,9.933333,-84.08334
85665,41,Ghana,Ghana,1974,0,1,Accra,5.55,-0.2166667
85657,31,Honduras,Honduras,1974,1,1,Tegucigalpa,14.1,-87.21667
85692,101,Hungary,Hungary,1974,0,6,Budapest,47.5,19.08333
85703,209,Malaysia,Malaysia,1974,1,1,Kuala Lumpur,3.166667,101.7
85686,78,Niger,Nigeria,1974,2,10,Abuja,9.083333,7.533333
85664,33,Panama,Panama,1974,1,2,Panama City,8.966667,-79.53333
85697,146,Philippines,Philippines,1974,0,7,Manila,14.60417,120.9822
85694,117,Romania,Romania,1974,0,12,Bukarest,44.43333,26.1
85704,210,Singapore,Singapore,1974,0,1,Singapore City,1.293056,103.8558
85674,122,Sri Lanka,Sri Lanka,1974,0,1,Colombo,6.931944,79.84778
85659,66,Sweden,Sweden,1974,0,2,Stockholm,59.33333,18.05
85687,202,Taiwan,Taiwan,1974,1,13,Taipei,25.03917,121.525
85691,59,Uganda,Uganda,1974,0,2,Kampala,0.3155556,32.56556
85743,6,Argentina,Argentina,1975,2,13,Buenos Aires,-34.5875,-58.6725
85745,8,Brazil,Brazil,1975,1,11,Brasilia,-15.8,-47.9
85746,9,Chile,Chile,1975,0,7,Santiago,-33.45,-70.66666
85747,10,Ecuador,Ecuador,1975,0,1,Quito,-0.2166667,-78.5
85717,195,Ethiopia,Ethiopia,1975,0,3,Addis Ababa,9.033333,38.7
85762,106,France,France,1975,1,5,Paris,48.86666,2.333333
85772,94,Greece,Greece,1975,1,4,Athens,37.98333,23.73333
85737,203,China,Hong Kong,1975,0,5,Hong Kong,22.3361568,114.1869659
85764,227,India,India,1975,1,6,New Delhi,28.6,77.2
85711,211,Indonesia,Indonesia,1975,1,9,Jakarta,-6.174444,106.8294
85763,129,Iran,Iran,1975,0,2,Tehran,35.67194,51.42445
85727,223,Israel,Israel,1975,0,5,Jerusalem,31.77917,35.22361
85732,143,Japan,Japan,1975,1,13,Tokyo,35.685,139.7514
85767,16,Mexico,Mexico,1975,1,4,Mexico City,19.43417,-99.13861
85768,79,Nigeria,Nigeria,1975,0,10,Abuja,9.083333,7.533333
85757,102,Poland,Poland,1975,2,21,Warsaw,52.25,21
85708,196,South Africa,South Africa,1975,1,2,Pretoria,-25.70694,28.22944
85735,147,South Korea,South Korea,1975,0,3,Seoul,37.56639,126.9997
85714,159,Tanzania,Tanzania,1975,0,1,Dodoma,-6.173,35.7419
85773,97,Turkey,Turkey,1975,0,1,Ankara,39.92722,32.86444
85720,238,United States,United States,1975,1,4,Washington,38.895,-77.03667
85755,3,Venezuela,Venezuela,1975,0,2,Caracas,10.5,-66.91666
85775,152,Vietnam,Vietnam,1975,0,1,Hanoi,21.03333,105.85
85723,191,Yugoslavia,Yugoslavia,1975,1,6,Belgrade,44.82,20.35
85781,17,Barbados,Barbados,1975,0,1,Bridgetown,13.1,-59.61666
85849,105,Belgium,Belgium,1975,0,1,Brussels,50.83333,4.333333
85844,90,Bulgaria,Bulgaria,1975,1,1,Sofia,42.68333,23.31667
85854,148,Cambodia,Cambodia,1975,0,1,Phnom Penh,11.55,104.9167
85788,27,Colombia,Colombia,1975,0,3,Bogota,4.6,-74.08334
85809,28,Costa Rica,Costa Rica,1975,1,2,San Jose,9.933333,-84.08334
85819,41,Ghana,Ghana,1975,0,1,Accra,5.55,-0.2166667
85811,31,Honduras,Honduras,1975,0,1,Tegucigalpa,14.1,-87.21667
85848,101,Hungary,Hungary,1975,1,7,Budapest,47.5,19.08333
85791,37,Ireland,Ireland,1975,0,1,Dublin,53.33306,-6.248889
85863,157,Kenya,Kenya,1975,1,1,Nairobi,-1.283333,36.81667
85786,42,Liberia,Liberia,1975,0,1,Monrovia,6.310555,-10.80472
85841,78,Niger,Nigeria,1975,0,10,Abuja,9.083333,7.533333
85853,146,Philippines,Philippines,1975,0,7,Manila,14.60417,120.9822
85850,117,Romania,Romania,1975,0,12,Bukarest,44.43333,26.1
85860,210,Singapore,Singapore,1975,0,1,Singapore City,1.293056,103.8558
85828,122,Sri Lanka,Sri Lanka,1975,0,1,Colombo,6.931944,79.84778
85813,66,Sweden,Sweden,1975,0,2,Stockholm,59.33333,18.05
85843,202,Taiwan,Taiwan,1975,0,13,Taipei,25.03917,121.525
85847,59,Uganda,Uganda,1975,0,2,Kampala,0.3155556,32.56556
85796,38,United Kingdom,United Kingdom,1975,1,4,London,51.5,-0.1166667
85900,6,Argentina,Argentina,1976,1,14,Buenos Aires,-34.5875,-58.6725
85902,8,Brazil,Brazil,1976,0,11,Brasilia,-15.8,-47.9
85868,225,Egypt,Egypt,1976,1,1,Cairo,30.05,31.25
85873,195,Ethiopia,Ethiopia,1976,0,3,Addis Ababa,9.033333,38.7
85866,188,Germany Federal Republic,Germany,1976,1,4,Berlin,52.51667,13.4
85894,203,China,Hong Kong,1976,1,6,Hong Kong,22.3361568,114.1869659
85885,36,Iceland,Iceland,1976,1,1,Reykjavik,64.15,-21.95
85867,212,Indonesia,Indonesia,1976,3,12,Jakarta,-6.174444,106.8294
85883,223,Israel,Israel,1976,0,5,Jerusalem,31.77917,35.22361
85888,143,Japan,Japan,1976,1,14,Tokyo,35.685,139.7514
85864,196,South Africa,South Africa,1976,0,2,Pretoria,-25.70694,28.22944
85891,147,South Korea,South Korea,1976,0,3,Seoul,37.56639,126.9997
85870,159,Tanzania,Tanzania,1976,0,1,Dodoma,-6.173,35.7419
85876,238,United States,United States,1976,0,4,Washington,38.895,-77.03667
85879,191,Yugoslavia,Yugoslavia,1976,1,7,Belgrade,44.82,20.35
87545,6,Argentina,Argentina,1986,0,24,Buenos Aires,-34.5875,-58.6725
86007,105,Belgium,Belgium,1976,0,1,Brussels,50.83333,4.333333
86002,90,Bulgaria,Bulgaria,1976,0,1,Sofia,42.68333,23.31667
86012,148,Cambodia,Cambodia,1976,0,1,Phnom Penh,11.55,104.9167
85903,9,Chile,Chile,1976,0,7,Santiago,-33.45,-70.66666
85946,27,Colombia,Colombia,1976,1,4,Bogota,4.6,-74.08334
85967,28,Costa Rica,Costa Rica,1976,0,2,San Jose,9.933333,-84.08334
85904,10,Ecuador,Ecuador,1976,0,1,Quito,-0.2166667,-78.5
85920,106,France,France,1976,0,5,Paris,48.86666,2.333333
85977,41,Ghana,Ghana,1976,0,1,Accra,5.55,-0.2166667
85930,94,Greece,Greece,1976,1,5,Athens,37.98333,23.73333
85969,31,Honduras,Honduras,1976,0,1,Tegucigalpa,14.1,-87.21667
86006,101,Hungary,Hungary,1976,1,8,Budapest,47.5,19.08333
85922,227,India,India,1976,1,7,New Delhi,28.6,77.2
85921,129,Iran,Iran,1976,0,2,Tehran,35.67194,51.42445
85949,37,Ireland,Ireland,1976,0,1,Dublin,53.33306,-6.248889
86022,157,Kenya,Kenya,1976,0,1,Nairobi,-1.283333,36.81667
85944,42,Liberia,Liberia,1976,0,1,Monrovia,6.310555,-10.80472
86018,209,Malaysia,Malaysia,1976,0,1,Kuala Lumpur,3.166667,101.7
85925,16,Mexico,Mexico,1976,1,5,Mexico City,19.43417,-99.13861
85999,78,Niger,Nigeria,1976,1,12,Abuja,9.083333,7.533333
85976,33,Panama,Panama,1976,0,2,Panama City,8.966667,-79.53333
86011,146,Philippines,Philippines,1976,0,7,Manila,14.60417,120.9822
85915,102,Poland,Poland,1976,1,22,Warsaw,52.25,21
85914,44,Portugal,Portugal,1976,0,1,Lisbon,38.71667,-9.133333
86008,117,Romania,Romania,1976,0,12,Bukarest,44.43333,26.1
86019,210,Singapore,Singapore,1976,0,1,Singapore City,1.293056,103.8558
85986,122,Sri Lanka,Sri Lanka,1976,0,1,Colombo,6.931944,79.84778
85971,66,Sweden,Sweden,1976,0,2,Stockholm,59.33333,18.05
86001,202,Taiwan,Taiwan,1976,0,13,Taipei,25.03917,121.525
